example_idx,entity,pred_type,length,context
889,Signora,PER,1,"che volete , Signora ."
890,Filicchi,PER,1,"Causé avec les Filicchi , de l"
891,escalier,FAC,1,de l ' escalier — soigné mon
893,petite,FAC,1,", dans une petite marmite ."
895,mer,LOC,1,mugissements de la mer semblables au tonnerre
898,Dieu,PER,1,rendais gloire à Dieu de ses consolations
905,Anna,PER,1,de calme ; Anna et moi avons
907,pauvre William,PER,2,Le pauvre William a dit avec
908,mer,LOC,1,écume de la mer jusqu ' à
909,mon Dieu,PER,2,je pouvais oublier mon Dieu un seul instant
909,folle,PER,1,", je deviendrais folle ."
911,"ton Dieu , ton Père",PER,5,"que je suis ton Dieu , ton Père ."
912,Notre chère maison là - bas,FAC,6,Notre chère maison là - bas … Nos chères
912,Nos chères sœurs,PER,3,- bas … Nos chères sœurs … mes chers
912,Dieu,PER,1,la garde de Dieu en ce monde
912,ce monde,LOC,2,"de Dieu en ce monde , ou au"
912,ciel,LOC,1,", ou au ciel ."
913,Tous ceux que j ' aime le plus tendrement,PER,9,Tous ceux que j ' aime le plus tendrement aiment Dieu ;
913,Dieu,PER,1,plus tendrement aiment Dieu ; si nous
914,cet autre monde,LOC,3,"vous réveillerez en cet autre monde , vous verrez"
914,ce monde,LOC,2,vous verrez que ce monde n ' a
914,Père céleste,PER,2,"revenir » … Père céleste , prenez pitié"
914,vos pauvres créatures,PER,3,"prenez pitié de vos pauvres créatures , faibles et"
916,Celui,PER,1,' amour de Celui qui est notre
917,Dieu,PER,1,de paix en Dieu .
919,notre escalier,FAC,2,au bas de notre escalier ; d '
919,être parfait,PER,2,regarde comme un être parfait .
922,Notre - Seigneur,PER,3,Que Notre - Seigneur est bon de
923,ces murailles hautes et humides,FAC,5,", emprisonné entre ces murailles hautes et humides , exposé au"
923,cuisine,FAC,1,"celui de la cuisine , fait avec"
929,pauvre William,PER,2,et voyant le pauvre William dans un violent
930,Arménien,PER,1,"Ici , un Arménien , en lutte"
931,Signora,PER,1,"lit de la Signora , un Français"
931,Français,PER,1,"Signora , un Français , pris du"
932,personnes,PER,1,de jours les personnes qui s '
934,Mon,PER,1,"» — Mon Dieu , je"
936,Mon Père,PER,2,Mon Père et mon Dieu
937,Père,PER,1,Père de miséricorde et
937,"Seigneur , notre Dieu tout - puissant",PER,7,"de compassion , Seigneur , notre Dieu tout - puissant pour nous secourir"
938,notre Dieu,PER,2,"ne connaissions pas notre Dieu , si nous"
939,petite Anna,PER,2,bras de la petite Anna .
940,mer,LOC,1,écume de la mer rend les carreaux
943,petite Anna,PER,2,"demande de la petite Anna , le dernier"
946,Mme Élisabeth,PER,2,"corde , et Mme Élisabeth fait cinq ou"
946,chambre,FAC,1,"tour de la chambre , en sautant"
948,cuisine,FAC,1,", dans la cuisine ."
949,"trente ou quarante pauvres créatures de toutes les nations ,",PER,10,"nuit dernière , trente ou quarante pauvres créatures de toutes les nations , Grecs , Turcs"
949,"Grecs , Turcs",PER,3,"les nations , Grecs , Turcs , Espagnols ,"
949,Français,PER,1,", Espagnols , Français , venant de"
952,tous,PER,1,les a entassés tous dans une seule
952,seule chambre aux murailles nues,FAC,5,"tous dans une seule chambre aux murailles nues , avec une"
952,commandant,PER,1,attendant que le commandant trouvât le temps
954,Signora,PER,1,"che volete , Signora » . —"
954,prison,FAC,1,"soyons dans une prison , comme nous"
956,capitano,PER,1,Le capitano nous envoie jusqu
961,votre Dieu,PER,2,vous pousse vers votre Dieu .
963,père,PER,1,en lui un père qui reçoit dans
963,tous,PER,1,dans sa bonté tous ceux qui viennent
964,second de notre vaisseau,PER,4,"la visite du second de notre vaisseau , envoyé par"
964,capitaine O ' Brien,PER,4,envoyé par le capitaine O ' Brien .
967,madame Seton,PER,2,"madame Seton , êtes -"
967,chemin,FAC,1,"le long du chemin , en s"
968,mon maître adorable,PER,3,« Que mon maître adorable est bon de
968,étranger,PER,1,d ' un étranger .
969,un des gardiens de notre chambre,PER,6,remarqué qu ' un des gardiens de notre chambre a toujours un
971,malade,PER,1,' il était malade .
972,commandant,PER,1,"Quand le commandant est venu ,"
972,pauvre Filippo,PER,2,triste pour le pauvre Filippo : « Ah
972,Signora,PER,1,"« Ah , Signora , il n"
972,belle jeune femme de seize ans,PER,6,marié avec une belle jeune femme de seize ans ; il a
973,lazaret,FAC,1,"les nuits au lazaret ; mais ,"
974,Signora,PER,1,"che volete , Signora ."
975,Père clément et miséricordieux,PER,4,"Père clément et miséricordieux , qui donnez"
976,femme,PER,1,une femme et deux enfants
980,mer,LOC,1,"brise . La mer , que j"
983,ouest,LOC,1,vers l ' ouest ; vers ma
987,pauvres étrangers arrivés d ' hier,PER,6,"— Les pauvres étrangers arrivés d ' hier , devenus presque"
992,foyer,FAC,1,"deux auprès du foyer , comme m"
998,docteur Tutilli,PER,2,"fis appeler le docteur Tutilli , qui ,"
999,celui,PER,1,faut faire appeler celui qui peut assister
1000,monde,LOC,1,comme seule au monde .
1001,chacun de nous,PER,3,"le regardais , chacun de nous ayant peur d"
1001,autre,PER,1,de l ' autre .
1003,lazaret,FAC,1,notre arrivée au lazaret .
1006,Dieu,PER,1,comme je louais Dieu ! Nul n
1006,Nul,PER,1,louais Dieu ! Nul n ' est
1008,docteur,PER,1,; car le docteur lui avait dit
1009,quelqu ' un,PER,3,aurais voulu avoir quelqu ' un avec moi dans
1013,Père indulgent et chéri,PER,4,Père indulgent et chéri ! et pourtant
1015,mon Dieu,PER,2,je sentais que mon Dieu me soutenait .
1015,créature humaine,PER,2,pu espérer une créature humaine … Ces consolations
1018,Hall,PER,1,Hall est venu avec
1018,M . Filicchi,PER,3,est venu avec M . Filicchi et le commandant
1018,commandant,PER,1,Filicchi et le commandant ; ils ont
1021,Jean - Baptiste,PER,3,son Évangile que Jean - Baptiste avait été mis
1022,Hérode,PER,1,"- elle , Hérode le mit en"
1022,prison,FAC,1,"le mit en prison , mais Hérodiade"
1022,Hérodiade,PER,1,"prison , mais Hérodiade le délivra —"
1022,Hérodiade,PER,1,"ma chérie , Hérodiade demanda qu '"
1023,sa prison,FAC,2,le délivra de sa prison et l '
1023,Dieu,PER,1,' envoya à Dieu .
1024,Enfant,PER,1,— Enfant selon mon cœur
1025,bord de l ' Arno,LOC,5,", sur le bord de l ' Arno ."
1028,Personne,PER,1,« Personne n ' a
1029,"chrétien le plus doux , le plus humble",PER,8,"de lui le chrétien le plus doux , le plus humble ; soumis à"
1029,Dieu,PER,1,la volonté de Dieu avec une patience
1029,pauvre femme et pauvre mère,PER,5,"à moi , pauvre femme et pauvre mère , destinée à"
1037,ceux,PER,1,Il parle de ceux que nous avons
1037,société,ORG,1,visites et la société lui eussent été
1038,Dieu,PER,1,Lorsque je remercie Dieu de ce qu
1039,Dieu,PER,1,attendre que de Dieu seul pour l
1039,nul,PER,1,", ce que nul ne peut faire"
1039,Dieu,PER,1,moi seule après Dieu ; lui chanter
1039,chrétien,PER,1,"la victoire du chrétien , tandis que"
1040,monde entier,LOC,2,' avec le monde entier !
1041,mon Dieu,PER,2,' y louerais mon Dieu .
1043,MADEMOISELLE FIFI MARROCA,PER,3,"MADEMOISELLE FIFI MARROCA Mon ami ,"
1043,cette terre d ' Afrique,LOC,5,' amour sur cette terre d ' Afrique qui m '
1044,"grande femme en ébène , coiffée d ' un foulard jaune",PER,11,"d ' une grande femme en ébène , coiffée d ' un foulard jaune , et ballottante"
1045,tour des Mauricaudes,LOC,3,Le tour des Mauricaudes viendra sans doute
1046,pays,GPE,1,"aime dans un pays , je connais"
1050,Sud,LOC,1,"souffles suffocants du Sud , ces marées"
1050,grand désert,LOC,2,"feu venues du grand désert si proche ,"
1050,continent tout entier,LOC,3,d ' un continent tout entier brûlé jusqu '
1052,Bône,GPE,1,"Après avoir visité Bône , Constantine ,"
1052,Constantine,GPE,1,"visité Bône , Constantine , Biskra et"
1052,Biskra,GPE,1,", Constantine , Biskra et Sétif ,"
1052,Sétif,GPE,1,", Biskra et Sétif , je suis"
1052,gorges du Chabet,LOC,3,"Bougie par les gorges du Chabet , et une"
1052,incomparable route au milieu des,FAC,5,", et une incomparable route au milieu des forêts kabyles ,"
1052,forêts kabyles,LOC,2,"au milieu des forêts kabyles , qui suit"
1052,mer,LOC,1,qui suit la mer en la dominant
1052,haute montagne,LOC,2,"les testons delà haute montagne , jusqu '"
1052,ce merveilleux golfe de Bougie,LOC,5,jusqu ' à ce merveilleux golfe de Bougie aussi beau que
1052,Ajaccio,GPE,1,celui d ' Ajaccio et que celui
1052,Douarnenez,GPE,1,"que celui de Douarnenez , les plus"
1053,cette invraisemblable baie de Porto,LOC,5,"dans ma comparaison cette invraisemblable baie de Porto , ceinte de"
1053,fantastiques et sanglants géants de pierre,LOC,6,habitée par les fantastiques et sanglants géants de pierre qu ' on
1053,Calanche » de Piana,LOC,4,"appelle les « Calanche » de Piana , sur les"
1053,côtes Ouest de la Corse,LOC,5,", sur les côtes Ouest de la Corse ."
1054,grand bassin,LOC,2,de contourner le grand bassin où dort l
1054,Bougie,PER,1,", on aperçoit Bougie ."
1055,mont très élevé et couronné par des bois,LOC,8,d ' un mont très élevé et couronné par des bois .
1056,cascade,LOC,1,d ' une cascade tombant à la
1056,mer,LOC,1,tombant à la mer .
1058,pleine mer,LOC,2,"à peine la pleine mer , et que"
1058,golfe,LOC,1,et que le golfe a l '
1058,lac,LOC,1,d ' un lac .
1060,un,PER,1,mirer l ' un dans l '
1060,autre,PER,1,dans l ' autre et se renvoyer
1061,ville des ruines,GPE,3,Bougie est la ville des ruines . Sur le
1061,quai,FAC,1,". Sur le quai , en arrivant"
1062,Sarrasine,PER,1,"la vieille porte Sarrasine , envahie de"
1063,bois montueux autour de la cité,LOC,6,"Et dans les bois montueux autour de la cité , partout des"
1064,ville haute,GPE,2,loué dans la ville haute une petite maison
1064,petite maison mauresque,FAC,3,ville haute une petite maison mauresque .
1065,ces demeures,FAC,2,Tu connais ces demeures si souvent décrites
1065,cour intérieure,FAC,2,; mais une cour intérieure les éclaire du
1066,grande salle fraîche,FAC,3,"premier , une grande salle fraîche où l '"
1066,terrasse,FAC,1,en haut une terrasse où l '
1067,pays chauds,GPE,2,"aux coutumes des pays chauds , c '"
1068,rues,FAC,1,"heure où les rues , les plaines"
1068,plaines,LOC,1,"rues , les plaines , les longues"
1068,longues routes aveuglantes,FAC,3,"plaines , les longues routes aveuglantes sont désertes ,"
1068,tout le monde,PER,3,"désertes , où tout le monde dort , essaye"
1069,grand divan moelleux,FAC,3,"architecture arabe un grand divan moelleux , couvert de"
1070,Assan,PER,1,"costume d ' Assan , mais je"
1071,cette terre,LOC,2,deux supplices de cette terre que je ne
1072,toutes les infamies,PER,3,", on commettrait toutes les infamies pour un verre"
1073,belle fille fraîche et saine,PER,5,littoral pour une belle fille fraîche et saine ?
1074,filles,PER,1,"pas , les filles , en Afrique"
1080,rues,FAC,1,Les pavés des rues étaient chauds à
1081,mer,LOC,1,"près de la mer ; et ,"
1081,port,LOC,1,", contournant le port , je me"
1081,jolie baie,LOC,2,long de la jolie baie où sont les
1081,bains,LOC,1,où sont les bains .
1082,montagne escarpée,LOC,2,"La montagne escarpée , couverte de"
1083,Personne,PER,1,Personne dehors ; rien
1083,mer immobile,LOC,2,", tant la mer immobile paraissait engourdie sous"
1085,"grande fille nue , enfoncée",PER,5,"brûlante , une grande fille nue , enfoncée jusqu ' aux"
1086,pleine mer,LOC,2,"tête vers la pleine mer , et sautillait"
1090,berge,LOC,1,assis sur la berge et j '
1091,diable,PER,1,liés à la diable .
1095,monsieur,PER,1,"rester là , monsieur ."
1096,chariots,VEH,1,roulaient comme des chariots .
1097,enfants,PER,1,comme font les enfants qui jouent à
1097,celui,PER,1,cache pour observer celui qui les cherche
1100,creux du,LOC,2,"disparut dans un creux du roc , derrière"
1100,roc,LOC,1,"un creux du roc , derrière une"
1101,bain,FAC,1,"était encore au bain , mais vêtue"
1103,amis,PER,1,", nous étions amis . Huit jours"
1104,Marroca,PER,1,"s ' appelait Marroca , d '"
1105,colons espagnols,PER,2,"Fille de colons espagnols , elle avait"
1105,Français nommé Pontabèze,PER,3,avait épousé un Français nommé Pontabèze .
1106,employé de l ' État,PER,5,Son mari était employé de l ' État . Je n
1110,admirable fille,PER,2,"était vraiment une admirable fille , d '"
1111,être inférieur et magnifique,PER,4,"sorte d ' être inférieur et magnifique , de créature"
1111,créature,PER,1,"magnifique , de créature destinée à l"
1111,obscènes divinités antiques,PER,3,' idée des obscènes divinités antiques dont les tendresses
1112,femme,PER,1,Et jamais femme ne porta dans
1117,divan,FAC,1,", sur le divan , d '"
1117,mâles,PER,1,qui plaît aux mâles .
1119,terrasse,FAC,1,"alors sur la terrasse , à peine"
1120,pays chauds,LOC,2,lune illuminante des pays chauds s ' étalait
1120,ville,GPE,1,", éclairant la ville et le golfe"
1120,golfe,LOC,1,ville et le golfe avec son cadre
1120,montagnes,LOC,1,"cadre arrondi de montagnes , nous apercevions"
1120,armée de silencieux fantômes étendus,PER,5,terrasses comme une armée de silencieux fantômes étendus qui parfois se
1121,tous ceux qui nous pouvaient voir,PER,6,"inquiétait guère de tous ceux qui nous pouvaient voir , et souvent"
1133,souricières,FAC,1,sont là des souricières où sont toujours
1133,imbéciles,PER,1,toujours pris les imbéciles .
1136,homme abhorré,PER,2,"délices l ' homme abhorré , et le"
1142,ma chambre,FAC,2,le seuil de ma chambre et demanda :
1145,rue voisine,LOC,2,", dans une rue voisine , et me"
1146,port,LOC,1,habitaient près du port une petite maison
1146,petite maison basse,FAC,3,du port une petite maison basse . Je traversai
1146,cuisine,FAC,1,' abord une cuisine où le ménage
1146,ménage,PER,1,cuisine où le ménage prenait ses repas
1146,"chambre blanchie à la chaux , propre",FAC,7,"pénétrai dans la chambre blanchie à la chaux , propre , avec des"
1150,homme surpris,PER,2,sans lequel un homme surpris devient aussi gauche
1150,pièce voisine,FAC,2,"emporta dans la pièce voisine , avec toutes"
1155,cuisine,FAC,1,passa dans la cuisine . Je l
1155,armoire,FAC,1,"entendis ouvrir une armoire , la fermer"
1156,homme,PER,1,. L ' homme entra .
1158,colosse,PER,1,devait être un colosse .
1165,petite,PER,1,"« Adieu , petite ."
1166,pièce voisine,FAC,2,passèrent dans la pièce voisine ; et la
1166,rue,LOC,1,porte de la rue se referma .
1167,Marroca,PER,1,"et tandis que Marroca , toujours nue"
1182,homme à genoux,PER,3,qui décapite un homme à genoux !
1183,mon cher,PER,2,"Et voilà , mon cher , comment on"
1184,salon,FAC,1,"LA BUCHE Le salon était petit ,"
1185,cheminée large,FAC,2,"Dans une cheminée large , un grand"
1185,cheminée,FAC,1,coin de la cheminée versait une lumière
1185,deux personnes,PER,2,", sur les deux personnes qui causaient ."
1186,maîtresse de la maison,PER,4,"Elle , la maîtresse de la maison , une vieille"
1186,vieille à cheveux blancs,PER,4,"maison , une vieille à cheveux blancs , mais une"
1186,vieille,PER,1,"épiderme : une vieille qui sent ,"
1187,"ami d ' autrefois ,",PER,5,"Lui était un ami d ' autrefois , resté garçon ,"
1187,garçon,PER,1,"autrefois , resté garçon , un ami"
1187,ami de toutes les semaines,PER,5,"garçon , un ami de toutes les semaines , un compagnon"
1187,compagnon de voyage,PER,3,"semaines , un compagnon de voyage dans l '"
1188,tous deux,PER,2,"environ , et tous deux regardaient le feu"
1188,gens,PER,1,silences amis des gens qui n '
1188,un,PER,1,plaire l ' un près de l
1188,autre,PER,1,de l ' autre .
1190,salon,FAC,1,"lancée dans le salon , roula sur"
1191,vieille femme,PER,2,"La vieille femme , avec un"
1191,cheminée,FAC,1,rejetait dans la cheminée l ' énorme
1192,homme,PER,1,et l ' homme se rasseyant en
1193,femmes,PER,1,oeil curieux des femmes qui veulent savoir
1193,femmes qui ne sont plus toutes jeunes,PER,7,"cet oeil des femmes qui ne sont plus toutes jeunes , où la"
1195,Julien,PER,1,"petit nom , Julien , et moi"
1196,"deux intimes , deux inséparables comme nous",PER,7,"comprenaient point comment deux intimes , deux inséparables comme nous étions , avaient"
1201,ami,PER,1,"Quand un ami se marie ,"
1202,femme,PER,1,"d ' une femme , cette affection"
1203,un,PER,1,soude l ' un à l '
1203,autre,PER,1,"à l ' autre , l '"
1203,homme,PER,1,", l ' homme et la femme"
1203,femme,PER,1,homme et la femme sont toujours étrangers
1203,dompteur,PER,1,ait toujours on dompteur et un dompté
1203,dompté,PER,1,"dompteur et un dompté , un maître"
1203,maître,PER,1,"dompté , un maître et un esclave"
1203,esclave,PER,1,maître et un esclave ; tantôt l
1203,un,PER,1,"tantôt l ' un , tantôt l"
1203,autre,PER,1,tantôt l ' autre ; ils ne
1203,deux égaux,PER,2,ne sont jamais deux égaux .
1205,sages,PER,1,"Les sages , au lieu"
1205,enfants,PER,1,"jours , des enfants qui les abandonneront"
1205,bon et solide ami,PER,4,"devraient chercher un bon et solide ami , et vieillir"
1206,"sa femme , charmante",PER,4,"était jolie , sa femme , charmante , une petite"
1206,"petite blonde frisottée , vive , potelée",PER,7,"charmante , une petite blonde frisottée , vive , potelée , qui semblait"
1207,maison,FAC,1,"peu dans la maison , craignant de"
1209,femme,PER,1,"à prendre une femme , trouvant bien"
1212,Mon bon,PER,2,"allai . « Mon bon , dit -"
1215,jeune femme,PER,2,» La jeune femme sourit : «
1219,sa femme,PER,2,naquit brusquement entre sa femme et moi .
1222,cheminée,FAC,1,"côté de la cheminée , la tête"
1225,autre personne,PER,2,d ' une autre personne à votre égard
1229,jeune femme,PER,2,La jeune femme releva sur moi
1231,femme,PER,1,feriez si une femme vous disait qu
1232,femme,PER,1,dépendrait de la femme .
1233,hommes,PER,1,: « Les hommes ne sont jamais
1241,foyer,FAC,1,les éclats du foyer enflammaient par instants
1246,"amant de cette petite folle perverse et rusée , effroyablement sensuelle",PER,11,"devenir l ' amant de cette petite folle perverse et rusée , effroyablement sensuelle sans doute ,"
1250,femme prête,PER,2,"d ' une femme prête , à se"
1256,salon,FAC,1,"élançait dans le salon , renversant la"
1257,fou,PER,1,"précipitai comme un fou , et pendant"
1257,cheminée,FAC,1,repoussais dans la cheminée le tison sauveur
1264,Soissons,GPE,1,"Ennemare , à Soissons ."
1265,Mon cher abbé,PER,3,"_ Mon cher abbé , Voici mon"
1266,mon vieux camarade,PER,3,"à toi , mon vieux camarade , dans l"
1268,Gilberte,PER,1,"Tu connais Gilberte , ou plutôt"
1268,femmes,PER,1,on jamais les femmes ?
1271,religieuse,PER,1,ta cousine est religieuse à l '
1271,Dames blanches ou noires de Nancy,PER,6,élevée par les Dames blanches ou noires de Nancy .
1273,aucune autre,PER,2,"plus qu ' aucune autre , tout de"
1283,monsieur,PER,1,"' invention , monsieur , non par"
1285,Cologne,GPE,1,' étais à Cologne le lendemain .
1286,famille entière,PER,2,au désespoir une famille entière .
1287,gens en larmes,PER,3,vis que des gens en larmes qui m '
1287,moribond,PER,1,' opérai un moribond qui faillit trépasser
1287,gare,FAC,1,conduire à la gare .
1289,rues,FAC,1,errais par les rues en songeant encore
1289,individu,PER,1,", quand un individu m ' aborda"
1292,homme,PER,1,suivis l ' homme dans un magasin
1292,magasin d ' objets de sainteté,FAC,6,"homme dans un magasin d ' objets de sainteté , et je"
1294,mon wagon,VEH,2,je montai dans mon wagon .
1298,mon cher abbé,PER,3,"le sais , mon cher abbé , qu '"
1298,brocanteurs en piété,PER,3,aux reliques des brocanteurs en piété ; et tu
1307,marchand courant les rues,PER,4,"ossement à un marchand courant les rues , c '"
1311,cathédrale,FAC,1,"- Dans la cathédrale , dans la"
1316,gardien de l ' édifice,PER,5,cent francs au gardien de l ' édifice pour le visiter
1316,ouvriers,PER,1,du déjeuner des ouvriers et du clergé
1316,clergé,PER,1,ouvriers et du clergé ; en enlevant
1317,autres,PER,1,quantité d ' autres ( je dis
1318,orfèvre,PER,1,rendu chez un orfèvre et j '
1323,église,FAC,1,"avais violé une église , violé une"
1325,femme,PER,1,"Telle est la femme , mon cher"
1325,mon cher abbé,PER,3,"la femme , mon cher abbé , toute la"
1325,toute la femme,PER,3,"cher abbé , toute la femme ."
1326,plus admirable des fiancés,PER,4,je fus le plus admirable des fiancés .
1327,sorte de,FAC,2,sa chambre une sorte de chapelle magnifique pour
1327,chapelle magnifique,FAC,2,une sorte de chapelle magnifique pour y placer
1328,Allemagne,GPE,1,à l ' Allemagne .
1330,son père,PER,2,et si bien son père ( sans lui
1331,cathédrale,FAC,1,pas vu la cathédrale à l '
1332,tombeau,FAC,1,où est le tombeau ( s '
1332,tombeau,FAC,1,il y a tombeau ?
1333,ce sépulcre,FAC,2,"Il paraît que ce sépulcre est inabordable ,"
1334,"père ,",PER,2,"lettre explicative du père , confident tardif ."
1336,gardien des reliques,PER,3,Ayant demandé au gardien des reliques si aucun vol
1336,homme,PER,1,", l ' homme s ' était"
1338,maison,FAC,1,entrée de la maison . J '
1338,belle dévote,PER,2,put attendrir la belle dévote .
1340,Notre Saint - Père le Pape,PER,6,", certifiée par Notre Saint - Père le Pape , d '"
1340,vierge et martyre quelconque,PER,4,d ' une vierge et martyre quelconque .
1341,fou d ',PER,3,Je deviens fou d ' embarras et d
1343,Pape,PER,1,me présenter au Pape à l '
1343,improviste,PER,1,à l ' improviste et lui raconter
1344,particuliers,PER,1,on confie aux particuliers des reliques véritables
1345,quelque monsignor,PER,2,"me recommander à quelque monsignor , ou seulement"
1345,"quelque prélat français , propriétaire de fragments d ' une sainte",PER,11,"ou seulement à quelque prélat français , propriétaire de fragments d ' une sainte ?"
1347,mon cher abbé,PER,3,"- moi , mon cher abbé , et je"
1349,Mon bon camarade,PER,3,"» Mon bon camarade , laisseras -"
1352,"Ton vieil ami , HENRI FONTAL",PER,6,"Ton vieil ami , HENRI FONTAL . LE LIT"
1352,vaste hôtel des Ventes,FAC,4,"été , le vaste hôtel des Ventes semblait endormi ,"
1352,commissaires - priseurs,PER,3,", et les commissaires - priseurs adjugeaient d '"
1353,salle du fond,FAC,3,"Dans une salle du fond , au premier"
1353,premier étage,FAC,2,"fond , au premier étage , un lot"
1355,deux ou trois hommes à barbes sales,PER,7,"revendeurs attendaient , deux ou trois hommes à barbes sales et une grosse"
1355,"grosse femme ventrue , une de ces marchandes dites _à la toilette_ , conseillères et protectrices d ' amours prohibées",PER,20,"sales et une grosse femme ventrue , une de ces marchandes dites _à la toilette_ , conseillères et protectrices d ' amours prohibées , qui brocantent"
1356,marquise,PER,1,"une robe de marquise , restée fraîche"
1361,"monsieur , monsieur l ' abbé d ' Argencé",PER,9,": « A monsieur , monsieur l ' abbé d ' Argencé ."
1374,tout le monde,PER,3,de moralités pour tout le monde ?
1376,tas de gens,PER,3,", par un tas de gens que je ne"
1378,tombeau,FAC,1,la naissance au tombeau .
1381,jeune femme étendue,PER,3,« Voici une jeune femme étendue . De temps
1381,vieux parents,PER,2,; et les vieux parents l ' entourent
1381,petit être miaulant,PER,3,elle sort un petit être miaulant comme un chat
1382,homme,PER,1,' est un homme qui commence .
1382,jeune mère,PER,2,"Elle , la jeune mère , se sent"
1382,famille continuée,PER,2,"' est la famille continuée , la prolongation"
1382,vieux,PER,1,"' âme des vieux qui regardent ,"
1383,ce tabernacle de la vie,FAC,5,à chair dans ce tabernacle de la vie .
1384,un,PER,1,délicieusement l ' un près de l
1384,autre,PER,1,"de l ' autre ; et ,"
1386,mer soulevée,LOC,2,"émeut comme une mer soulevée , ploie et"
1387,ce monde,LOC,2,plus parfait en ce monde que ces étreintes
1387,chacun,PER,1,"et donnant à chacun , dans le"
1388,doux Ronsard,PER,2,- être le doux Ronsard ?
1389,amants,PER,1,les guises Des amants qui librement Pratiquent
1389,Pyrame,PER,1,d ' où Pyrame et Thisbé me
1389,Thisbé,PER,1,où Pyrame et Thisbé me regardent sans
1390,tous ceux,PER,2,"ami , à tous ceux qui ont exhalé"
1390,Dieu,PER,1,ont exhalé vers Dieu leur dernier souffle
1391,tombeau des espérances finies,FAC,4,"est aussi le tombeau des espérances finies , la porte"
1391,monde,LOC,1,qui ouvre le monde .
1392,hommes,PER,1,il prête aux hommes son abri !
1397,homme,PER,1,est l ' homme .
1399,créatures,PER,1,", laissant aux créatures comme nous leur"
